Make,baseModel,Model
mercedes-benz,slk-class,slk280
mercedes-benz,slk-class,slk300
mercedes-benz,slk-class,slk32
mercedes-benz,slk-class,slk320
mercedes-benz,slk-class,slk350
mercedes-benz,slr,slr
mercedes-benz,sls amg,sls amg
mini,one,one
mini,cooper,cooper
mini,minie,minie
mitsubishi,3000 gt,3000 gt
mitsubishi,cordia,cordia
mitsubishi,diamante,diamante
mitsubishi,eclipse,eclipse
mitsubishi,eclipse,eclipse spyder
mitsubishi,eclipse cross,eclipse cross
mitsubishi,endeavor,endeavor
mitsubishi,expo,expo
mitsubishi,galant,galant
mitsubishi,i-miev,i-miev
mitsubishi,lancer,lancer
mitsubishi,lancer,evolution
mitsubishi,mirage,mirage
mitsubishi,montero,montero
mitsubishi,nativa,nativa
mitsubishi,outlander,outlander
mitsubishi,precis,precis
mitsubishi,raider pickup,raider pickup
mitsubishi,sigma,sigma
mitsubishi,space wagon,space wagon
mitsubishi,starion,starion
mitsubishi,tredia,tredia
mitsubishi,truck,truck
mitsubishi,van,van
mitsubishi,wagon,wagon
morgan,plus eight,plus eight
nissan,200sx,200
nissan,fairlady,300
nissan,fairlady,350
nissan,fairlady,370
nissan,altima,altima
nissan,altra ev,altra ev
nissan,ariya,ariya engage
nissan,ariya,ariya plat plus
nissan,ariya,ariya platinum+
nissan,ariya,ariya venture plus fwd 87kwh
nissan,armada,armada
nissan,axxess,axxess
nissan,cube,cube
nissan,frontier,frontier
nissan,frontier,frontier v6
nissan,gtr,gtr
nissan,hardbody,hardbody
nissan,hyper-mini,hyper-mini
nissan,juke,juke
nissan,juke,juke
nissan,juke,juke nismo
nissan,kicks,kicks
nissan,leaf,leaf
nissan,leaf,leaf sv
nissan,leaf,leaf sl
nissan,maxima,maxima
nissan,nv200,nv200
nissan,nv350,nv350
nissan,nx,nx
nissan,navara,navara
nissan,pathfinder,pathfinder
nissan,pathfinder,pathfinder van
nissan,pickup,pickup
nissan,pickup,pickup cab chassis
nissan,pulsar nx,pulsar nx
nissan,quest,quest
nissan,rogue,rogue
nissan,sentra,sentra
nissan,sentra,sentra fe
nissan,stanza,stanza
nissan,titan,titan
nissan,titan,titan fe
nissan,truck,truck
nissan,truck,truck cab chassis
nissan,van,van
nissan,urvan,urvan
nissan,versa,versa
nissan,versa,versa fe
nissan,xterra,xterra
opel,vivaro,rivaro
opel,zafira,zafira
peugeot,405,405 sedan
peugeot,405,405 sports wagon
peugeot,405,405 station wagon
peugeot,505,505
peugeot,505,505 sedan
peugeot,505,505 station wagon
peugeot,505,505 wagon
peugeot,604,604 sedan
polestar,1,1
polestar,2,2
polestar,2,2 bst edition
polestar,2,2 dual motor
polestar,2,2 dual motor (19 inch wheels)
polestar,2,2 dual motor (20 inch wheels)
polestar,2,2 dual motor perf pack
polestar,2,2 dual motor performance pack
polestar,2,2 single motor
polestar,2,2 single motor (19 inch wheels)
polestar,2,2 single motor (20 inch wheels)
pontiac,1000,1000
pontiac,6000,6000
pontiac,6000,6000 wagon
pontiac,aztek,aztek awd
pontiac,aztek,aztek fwd
pontiac,bonneville,bonneville
pontiac,fiero,fiero
pontiac,firebird/trans am/formula,20th anniversary trans am
pontiac,firebird/trans am/formula,firebird
pontiac,firebird/trans am/formula,firebird/formula
pontiac,firebird/trans am/formula,firebird/trans am
pontiac,firebird/trans am/formula,firebird/trans am/formula
pontiac,firefly,firefly
pontiac,firefly,firefly fe
pontiac,firefly,turbo firefly
pontiac,g3,g3 (3-door)
pontiac,g3,g3 (5-door)
pontiac,g3,g3 wave
pontiac,g3,g3 wave 5
pontiac,g5,g5
pontiac,g5,g5 gt
pontiac,g5,g5 xfe
pontiac,g5,g5/pursuit
pontiac,g6,g6
pontiac,g6,g6 gt/gtp convertible
pontiac,g8,g8
pontiac,grand am,grand am
pontiac,grand prix,grand prix
pontiac,grand prix,grand prix ste turbo
pontiac,grand prix,grand prix turbo
pontiac,gto,gto
pontiac,lemans,lemans
pontiac,montana,montana awd
pontiac,montana,montana fwd
pontiac,montana,montana sv6 awd
pontiac,montana,montana sv6 fwd
pontiac,montana,montana svx awd
pontiac,montana,montana svx fwd
pontiac,monterey,monterey wagon fwd
pontiac,parisienne,parisienne
pontiac,parisienne,parisienne wagon
pontiac,phoenix,phoenix
pontiac,safari,safari wagon
pontiac,solstice,solstice
pontiac,sunbird,2000 sunbird
pontiac,sunbird,2000 sunbird convertible
pontiac,sunbird,2000 sunbird wagon
pontiac,sunbird,sunbird
pontiac,sunbird,sunbird convertible
pontiac,sunbird,sunbird wagon
pontiac,sunburst,sunburst
pontiac,sunfire,sunfire
pontiac,torrent,torrent awd
pontiac,torrent,torrent fwd
pontiac,trans sport/montana,trans sport 2wd
pontiac,trans sport/montana,trans sport/montana 2wd
pontiac,vibe,vibe
pontiac,vibe,vibe awd
pontiac,wave,wave
pontiac,wave,wave 5
porsche,718,718
porsche,911,911
porsche,918,918 spyder
porsche,924,924
porsche,928,928
porsche,944,944
porsche,968,968
porsche,boxster,boxster
porsche,carrera,carrera
porsche,cayenne,cayenne
porsche,cayman,cayman
porsche,macan,macan
porsche,panamera,panamera
porsche,targa,targa
porsche,taycan,taycan
renault,18i/wagon/sportwagon,18i
renault,18i/wagon/sportwagon,sportwagon
renault,alliance/encore,alliance
renault,alliance/encore,alliance convertible
renault,alliance/encore,alliance/encore
renault,fuego,fuego
renault,gta,gta
renault,gta,gta convertible
rolls-royce,azure,azure
rolls-royce,brooklands/turbo r,brooklands
rolls-royce,brooklands/turbo r,brooklands and (lwb)
rolls-royce,brooklands/turbo r,brooklands/brklnds l
rolls-royce,brooklands/turbo r,turbo r
rolls-royce,brooklands/turbo r,turbo r/rl bklds turbo/lwb
rolls-royce,brooklands/turbo r,turbo r/turbo r(lwb)
rolls-royce,brooklands/turbo r,turbo r/turbo rl
rolls-royce,camargue,camargue
rolls-royce,corniche/continental,continental
rolls-royce,corniche/continental,continental (turbo)
rolls-royce,corniche/continental,continental r
rolls-royce,corniche/continental,continental t
rolls-royce,corniche/continental,corniche
rolls-royce,corniche/continental,corniche ii
rolls-royce,corniche/continental,corniche ii/continental
rolls-royce,corniche/continental,corniche iii
rolls-royce,corniche/continental,corniche iv
rolls-royce,corniche/continental,corniche s
rolls-royce,corniche/continental,corniche/continental
rolls-royce,cullinan,cullinan
rolls-royce,cullinan,cullinan black badge
rolls-royce,dawn,dawn
rolls-royce,dawn,dawn black badge
rolls-royce,eight/mulsan/mulsanne,eight/mulsan
rolls-royce,eight/mulsan/mulsanne,eight/mulsanne s
rolls-royce,eight/mulsan/mulsanne,eight/mulsanne s and s
rolls-royce,flying spur,flying spur
rolls-royce,ghost,ghost
rolls-royce,limousine,limousine
rolls-royce,park ward,park ward
rolls-royce,phantom,phantom
rolls-royce,silver dawn,silver dawn
rolls-royce,silver seraph,silver seraph
rolls-royce,silver,silver
rolls-royce,spectre,spectre black badge (22 inch wheels)
rolls-royce,spectre,spectre black badge (23 inch wheels)
rolls-royce,spirit iii/spur iii/dawn,spirit iii/spur iii/dawn
rolls-royce,wraith,wraith
rolls-royce,wraith,wraith black badge
ruf automobile,ruf turbo 12/ctr3,ruf turbo 12/ctr3
ruf automobile,rufturbo12/ctr3/ctr2017,rufturbo12/ctr3/ctr2017
ruf automobile,t12/ctr3/ctr anniversary,t12/ctr3/ctr anniversary
ruf automobile,turbo12/ctr3/ctr anniversary,turbo12/ctr3/ctr anniversary
ruf automobile gmbh,ruf,ruf
saab,9-2,9-2x wagon awd
saab,9-3,9-3
saab,9-4,9-4
saab,9-5,9-5
saab,9-7,9-7
saab,900,900
saab,900,900 convertible
saab,900,900s
saab,900,900s convertible
saab,900,900se
saab,900,900se convertible
saab,9000,9000
saab,convertible,convertible
seat,ateca,ateca
seat,alhambra,alhambra
seat,arona,arona
seat,leon,leon
seat,ibiza,ibiza
seat,tarraco,tarraco
seat,toledo,toledo
shelby,mustang gt,mustang gt
smart,fortwo,fortwo
smart,fortwo,fortwo convertible
smart,fortwo,fortwo coupe
smart,fortwo,fortwo electric drive cabriolet
smart,fortwo,fortwo electric drive convertible
smart,fortwo,fortwo electric drive coupe
subaru,ascent,ascent
subaru,baja,baja awd
subaru,brat,brat 4wd
subaru,brz,brz
subaru,brz,brz ts
subaru,crosstrek,crosstrek
subaru,forester,forester
subaru,hatchback,hatchback
subaru,hatchback,hatchback 4wd
subaru,impreza,impreza
subaru,impreza,impreza 4-door
subaru,impreza,impreza 5-door
subaru,impreza,impreza sport 4-door
subaru,impreza,impreza sport 5-door
subaru,impreza/outback sport,impreza
subaru,impreza/outback sport,impreza 4-door
subaru,impreza/outback sport,impreza 5-door
subaru,impreza/outback sport,impreza awd
subaru,impreza/outback sport,impreza sport 4-door
subaru,impreza/outback sport,impreza sport 5-door
subaru,impreza/outback sport,impreza sport awd
subaru,impreza/outback sport,impreza wagon
subaru,impreza/outback sport,impreza wagon awd
subaru,impreza/outback sport,impreza wagon/outback sport
subaru,impreza/outback sport,impreza wagon/outback sport awd
subaru,impreza/outback sport,impreza wagon/outback spt awd
subaru,justy,justy
subaru,legacy,legacy
subaru,loyale,loyale
subaru,outback,outback
subaru,rx turbo,rx turbo
subaru,sedan,3 door 4wd turbo
subaru,sedan,sedan
subaru,solterra,solterra awd
subaru,svx,svx
subaru,tribeca,tribeca
subaru,wagon,wagon
subaru,wrx,wrx
subaru,xt,xt
subaru,xv,xv
suzuki,aerio,aerio
suzuki,equator,equator
suzuki,esteem,esteem
suzuki,esteem,esteem wagon
suzuki,forenza,forenza
suzuki,forenza,forenza wagon
suzuki,forsa,forsa
suzuki,forsa,forsa turbo
suzuki,grand vitara,grand vitara
suzuki,grand vitara,grand vitara 4door 2wd
suzuki,grand vitara,grand vitara 4door 4wd
suzuki,grand vitara,grand vitara 4wd
suzuki,grand vitara,grand vitara awd
suzuki,grand vitara,grand vitara xl7
suzuki,grand vitara,grand vitara xl7 4wd
suzuki,kizashi,kizashi
suzuki,kizashi,kizashi awd
suzuki,kizashi,kizashi s
suzuki,kizashi,kizashi s awd
suzuki,reno,reno
suzuki,sa 310,sa310
suzuki,samurai,samurai
suzuki,samurai,samurai 2wd
suzuki,samurai,samurai convertible
suzuki,samurai,samurai hardtop
suzuki,samurai,samurai hardtop 4wd
suzuki,samurai,samurai soft-top 4wd
suzuki,sidekick,sidekick 2door 2wd
suzuki,sidekick,sidekick 2door 4wd
suzuki,sidekick,sidekick 2door rwd
suzuki,sidekick,sidekick 2wd
suzuki,sidekick,sidekick 4door 2wd
suzuki,sidekick,sidekick 4door 4wd
suzuki,sidekick,sidekick 4door rwd
suzuki,sidekick,sidekick convertible 4wd
suzuki,sidekick,sidekick hardtop 2wd
suzuki,sidekick,sidekick hardtop 4wd
suzuki,sidekick,sidekick soft-top 4wd
suzuki,sidekick,sidekick sport 2wd
suzuki,sidekick,sidekick sport 4wd
suzuki,sidekick,sidekick sport rwd
suzuki,sj 410,sj 410 4wd
suzuki,sj 410,sj 410v 4wd
suzuki,sj 410,sj410k p/u 4wd
suzuki,sw,sw
suzuki,swift,swift
suzuki,swift,swift ga
suzuki,swift,swift gt
suzuki,swift,swift gti
suzuki,swift,swift x
suzuki,sx4,sx4
suzuki,sx4,sx4 awd
suzuki,sx4,sx4 sedan
suzuki,sx4,sx4 sport
suzuki,sx4,sx4 sport/anniversary edition
suzuki,verona,verona
suzuki,vitara,vitara 2 door
suzuki,vitara,vitara 2 door 4wd
suzuki,vitara,vitara 2door
suzuki,vitara,vitara 2door 2wd
suzuki,vitara,vitara 2door 4wd
suzuki,vitara,vitara 4 door
suzuki,vitara,vitara 4 door 4wd
suzuki,vitara,vitara 4door
suzuki,vitara,vitara 4door 2wd
suzuki,vitara,vitara 4door 4wd
suzuki,x-90,x-90 2wd
suzuki,x-90,x-90 4wd
suzuki,x-90,x-90 rwd
suzuki,xl7,xl7 awd
suzuki,xl7,xl7 fwd
tesla,model 3,model 3
tesla,model s,model s
tesla,model x,model x
tesla,model y,model y
toyota,4runner,4runner
toyota,86,86
toyota,gr,gr86
toyota,gr,granace
toyota,gr 86,gr 86
toyota,avalon,avalon
toyota,bz4x,bz4x
toyota,c-hr,c-hr
toyota,cab chassis,cab chassis
toyota,camry,camry
toyota,celica,celica
toyota,corolla,corolla
toyota,corolla,corolla altis
toyota,corolla cross,corolla cross
toyota,cressida,cressida
toyota,crown,crown awd
toyota,echo,echo
toyota,fj cruiser,fj cruiser
toyota,gr supra,gr supra
toyota,highlander,highlander
toyota,land cruiser,land cruiser
toyota,matrix,matrix
toyota,mirai,mirai
toyota,mirai,mirai limited
toyota,mr2,mr2
toyota,paseo,paseo
toyota,previa,previa
toyota,prius,prius
toyota,rav4,rav4
toyota,sequoia,sequoia
toyota,sienna,sienna
toyota,starlet,starlet
toyota,supra,supra
toyota,tacoma,tacoma
toyota,tercel,tercel
toyota,tercel,tercel ez
toyota,tercel,tercel wagon
toyota,truck/t100,1-ton truck 2wd
toyota,truck/t100,t100 2wd
toyota,truck/t100,t100 4wd
toyota,truck/t100,truck 2wd
toyota,truck/t100,truck 2wd/t100 2wd
toyota,truck/t100,truck 4wd
toyota,truck/t100,truck 4wd/t100 4wd
toyota,tundra,tundra 2wd
toyota,tundra,tundra 2wd ffv
toyota,tundra,tundra 4wd
toyota,tundra,tundra 4wd ffv
toyota,tundra,tundra 4wd pro
toyota,van,cargo van 2wd
toyota,van,cargo van 4wd
toyota,van,van 2wd
toyota,van,van 2wd (cargo)
toyota,van,van 2wd (passenger)
toyota,van,van 4wd
toyota,van,van 4wd (cargo)
toyota,van,van 4wd (passenger)
toyota,venza,venza
toyota,yaris,yaris
toyota,yaris,gr yaris
volkswagen,arteon,arteon
volkswagen,arteon,arteon 4motion
volkswagen,atlas,atlas
volkswagen,atlas,atlas 4motion
volkswagen,atlas,atlas 4motion peak edition
volkswagen,atlas,atlas cross sport
volkswagen,atlas,atlas cross sport 4motion
volkswagen,atlas,atlas se 4motion
volkswagen,atlas,atlas sel 4motion
volkswagen,beetle,beetle
volkswagen,cabrio,cabrio
volkswagen,cabriolet,cabriolet
volkswagen,corrado,corrado
volkswagen,eos,eos
volkswagen,eurovan,eurovan
volkswagen,fox,fox
volkswagen,gli,gli
volkswagen,golf,golf
volkswagen,polo,polo
volkswagen,id,id
volkswagen,id.buzz,id.buzz
volkswagen,jetta,jetta
volkswagen,passat,passat
volkswagen,phaeton,phaeton
volkswagen,quantum,quantum
volkswagen,quantum,quantum wagon
volkswagen,r32,r32
volkswagen,rabbit,rabbit
volkswagen,rabbit,rabbit convertible
volkswagen,routan,routan
volkswagen,routan,routan fwd
volkswagen,scirocco,scirocco
volkswagen,scirocco,scirocco 16v
volkswagen,taos,taos
volkswagen,taos,taos 4motion
volkswagen,tiguan,tiguan
volkswagen,touareg,touareg
volvo,240,240
volvo,240,240 dl/240 gl
volvo,240,240 dl/240 gl wagon
volvo,240,240 dl/gl/turbo
volvo,240,240 dl/gl/turbo wagon
volvo,240,240 wagon
volvo,740/760,740
volvo,740/760,740 16-valve
volvo,740/760,740 16-valve wagon
volvo,740/760,740 wagon
volvo,740/760,740/760
volvo,740/760,740/760 wagon
volvo,740/760,760
volvo,740/760,760 gle
volvo,740/760,760 wagon
volvo,780,780
volvo,850,850
volvo,850,850 wagon
volvo,940,940
volvo,940,940 gle 16-valve
volvo,940,940 gle 16-valve wagon
volvo,940,940 se
volvo,940,940 se wagon
volvo,940,940 turbo
volvo,940,940 turbo wagon
volvo,940,940 wagon
volvo,960,960
volvo,960,960 wagon
volvo,960 wagon/v90,960 wagon/v90
volvo,960/s90,960/s90
volvo,c30,c30
volvo,c40,c40
volvo,c70,c70
volvo,coupe,coupe
volvo,s40,s40
volvo,s60,s60
volvo,s70,s70
volvo,s80,s80
volvo,s90,s90
volvo,v40,v40
volvo,v50,v50
volvo,v60,v60
volvo,v70,v70
volvo,v90,v90
volvo,xc40,xc40
volvo,xc60,xc60
volvo,xc70,xc70
volvo,xc90,xc90
