Make,baseModel,Model
gmc,hummer ev,hummer ev pickup mt tires
gmc,hummer ev,hummer ev suv
gmc,hummer ev,hummer ev suv mt tires
gmc,jimmy,jimmy 2wd
gmc,jimmy,jimmy 4wd
gmc,jimmy,jimmy awd
gmc,jimmy,jimmy sonoma 2wd
gmc,jimmy,jimmy sonoma 4wd
gmc,jimmy,jimmy v1500 4wd
gmc,jimmy,k15 jimmy 4wd
gmc,jimmy,s15 jimmy 2wd
gmc,jimmy,s15 jimmy 4wd
gmc,jimmy,t15 (s15) jimmy 4wd
gmc,jimmy,v15 jimmy 4wd
gmc,k2500 sierra,k2500 sierra 4wd
gmc,pickup,c15 pickup 2wd
gmc,pickup,c25 pickup 2wd
gmc,pickup,k15 pickup 4wd
gmc,pickup,k25 pickup 4wd
gmc,pickup,r15 pickup 2wd
gmc,pickup,r25 pickup 2wd
gmc,pickup,rally g15/25 2wd
gmc,pickup,t15 (s15) pickup 4wd
gmc,pickup,v15 pickup 4wd
gmc,pickup,v25 pickup 4wd
gmc,rally,g15/25 rally 2wd
gmc,rally,g35 rally 2wd
gmc,rally,rally g15/25 2wd
gmc,rally,rally g15/25 2wd (passenger)
gmc,rally,rally g35 2wd
gmc,s15 cab chassis,s15 cab chassis 2wd
gmc,s15 pickup,s15 pickup 2wd
gmc,s15 pickup,s15 pickup 4wd
gmc,s15 utility body,s15 utility body 2wd
gmc,safari,safari 2wd (cargo)
gmc,safari,safari 2wd (passenger)
gmc,safari,safari awd (cargo)
gmc,safari,safari awd (passenger)
gmc,safari cargo,safari 2wd (cargo)
gmc,safari cargo,safari 2wd conversion (cargo)
gmc,safari cargo,safari awd (cargo)
gmc,safari cargo,safari awd conversion (cargo)
gmc,safari passenger,safari 2wd (passenger)
gmc,safari passenger,safari awd (passenger)
gmc,savana cargo,savana (cargo) (bi-fuel)
gmc,savana cargo,savana 15/25 2wd conversion (cargo)
gmc,savana cargo,savana 15/25 awd conversion (cargo)
gmc,savana cargo,savana 1500  2wd conversion (cargo)
gmc,savana cargo,savana 1500  awd (cargo)
gmc,savana cargo,savana 1500  awd conversion (cargo)
gmc,savana cargo,savana 1500 2wd (cargo)
gmc,savana cargo,savana 1500 2wd conversion (cargo)
gmc,savana cargo,savana 1500 awd (cargo)
gmc,savana cargo,savana 1500 awd conversion (cargo)
gmc,savana cargo,savana 1500/2500 2wd (cargo)
gmc,savana cargo,savana 1500/2500 awd (cargo)
gmc,savana cargo,savana 2500 2wd (cargo)
gmc,savana cargo,savana 2500 2wd conversion (cargo)
gmc,savana cargo,savana 3500 2wd (cargo)
gmc,savana cargo,savana cargo (dedicated cng)
gmc,savana passenger,savana 1500 2wd (passenger)
gmc,savana passenger,savana 1500 awd (passenger)
gmc,savana passenger,savana 1500/2500  2wd (passenger)
gmc,savana passenger,savana 1500/2500 2wd (passenger)
gmc,savana passenger,savana 2500 2wd (passenger)
gmc,savana passenger,savana 3500 2wd (passenger)
gmc,savana passenger,savana passenger (bi-fuel)
gmc,savana passenger,savana passenger (dedicated cng)
gmc,sierra,sierra 15 hybrid 2wd
gmc,sierra,sierra 15 hybrid 4wd
gmc,sierra,sierra 1500 2wd
gmc,sierra,sierra 1500 4wd
gmc,sierra,sierra 1500 awd
gmc,sierra,sierra 2500 2wd
gmc,sierra,sierra 2500 4wd
gmc,sierra,sierra 2500 hd 2wd
gmc,sierra,sierra 2500 hd 2wd cng
gmc,sierra,sierra 2500 hd 4wd cng
gmc,sierra,sierra 2wd
gmc,sierra,sierra 4wd
gmc,sierra,sierra 4wd at4
gmc,sierra,sierra 4wd at4x
gmc,sierra,sierra c10 2wd
gmc,sierra,sierra c10 cab chassis 2wd
gmc,sierra,sierra c10 xfe 2wd
gmc,sierra,sierra c15 2wd
gmc,sierra,sierra c15 cab chassis 2wd
gmc,sierra,sierra c15 xfe 2wd
gmc,sierra,sierra cab chassis 2wd
gmc,sierra,sierra cab chassis 4wd
gmc,sierra,sierra classic 15 hybrid 2wd
gmc,sierra,sierra classic 15 hybrid 4wd
gmc,sierra,sierra classic 1500 2wd
gmc,sierra,sierra classic 1500 4wd
gmc,sierra,sierra classic 1500 awd
gmc,sierra,sierra denali 1500 awd
gmc,sierra,sierra k10 4wd
gmc,sierra,sierra k10 4wd at4
gmc,sierra,sierra k10 cab chassis 4wd
gmc,sierra,sierra k15 4wd
gmc,sierra,sierra k15 awd
gmc,sierra,sierra k15 cab chassis 4wd
gmc,sierra,sierra ltd c15 2wd
gmc,sierra,sierra ltd k15 4wd
gmc,sierra,sierra mud terrain tires 4wd
gmc,sonoma,sonoma 2wd
gmc,sonoma,sonoma 2wd (ffv)
gmc,sonoma,sonoma 4wd
gmc,suburban,c15 suburban 2wd
gmc,suburban,k15 suburban 4wd
gmc,suburban,r15 suburban 2wd
gmc,suburban,r1500 suburban 2wd
gmc,suburban,suburban 1500 2wd
gmc,suburban,suburban 1500 4wd
gmc,suburban,suburban v1500 4wd
gmc,suburban,v15 suburban 4wd
gmc,terrain,terrain awd
gmc,terrain,terrain fwd
gmc,vandura,g15/25 vandura 2wd
gmc,vandura,g35 vandura 2wd
gmc,vandura,vandura 2500 2wd
gmc,vandura,vandura g15/25 2wd
gmc,vandura,vandura g15/25 2wd (cargo)
gmc,vandura,vandura g35  2wd
gmc,vandura,vandura g35 2wd
gmc,vandura,vandura g35 2wd (cargo)
gmc,yukon,yukon 1500 2wd
gmc,yukon,yukon 1500 4wd
gmc,yukon,yukon 1500 awd
gmc,yukon,yukon 1500 hybrid 2wd
gmc,yukon,yukon 1500 hybrid 4wd
gmc,yukon,yukon 1500 xfe 2wd
gmc,yukon,yukon 2wd
gmc,yukon,yukon 4wd
gmc,yukon,yukon c10 2wd
gmc,yukon,yukon c1500 2wd
gmc,yukon,yukon c1500 xl 2wd
gmc,yukon,yukon denali 1500 awd
gmc,yukon,yukon denali 1500 hybrid 4wd
gmc,yukon,yukon denali k10 awd
gmc,yukon,yukon denali xl 1500 awd
gmc,yukon,yukon k10 4wd
gmc,yukon,yukon k1500 4wd
gmc,yukon,yukon k1500 xl 4wd
gmc,yukon,yukon xl 1500 2wd
gmc,yukon,yukon xl 1500 4wd
gmc,yukon,yukon xl 1500 awd
gmc,yukon,yukon xl 2500 2wd
gmc,yukon,yukon xl 2500 4wd
gmc,yukon,yukon xl 2wd
gmc,yukon,yukon xl 4wd
gmc,yukon,yukon xl c10 2wd
gmc,yukon,yukon xl k10 4wd
gmc,yukon,yukon xl k10 awd
goldacre,goldacre limited,goldacre limited
grumman allied industries,llv,llv
grumman olson,kubvan,kubvan
honda,accord,accord
honda,accord,accord 2.0t sport/touring
honda,accord,accord coupe
honda,accord,accord hybrid
honda,accord,accord hybrid sport/touring
honda,accord,accord plug-in hybrid
honda,accord,accord sport/touring
honda,accord,accord wagon
honda,civic,civic
honda,civic,civic 2dr
honda,civic,civic 4dr
honda,civic,civic 5dr
honda,civic,civic 5dr - type r
honda,civic,civic 5dr sport
honda,civic,civic cng
honda,civic,civic crx
honda,civic,civic crx hf
honda,civic,civic hb vx
honda,civic,civic hf
honda,civic,civic hx
honda,civic,civic hybrid
honda,civic,civic natural gas
honda,civic,civic si 2dr
honda,civic,civic si 4dr
honda,civic,civic wagon
honda,civic,civic wagon 4wd
honda,clarity,clarity ev
honda,clarity,clarity fcv
honda,clarity,clarity plug-in hybrid
honda,clarity,fcx clarity
honda,cr-v,cr-v 2wd
honda,cr-v,cr-v 4wd
honda,cr-v,cr-v awd
honda,cr-v,cr-v fwd
honda,cr-v,cr-v hybrid awd
honda,cr-v,cr-v hybrid fwd
honda,cr-z,cr-z
honda,crosstour,accord crosstour 2wd
honda,crosstour,accord crosstour 4wd
honda,crosstour,crosstour 2wd
honda,crosstour,crosstour 4wd
honda,del sol,civic del sol
honda,del sol,del sol
honda,element,element 2wd
honda,element,element 4wd
honda,ev plus,ev plus
honda,fit,fit
honda,fit,fit ev
honda,hr-v,hr-v 2wd
honda,hr-v,hr-v 4wd
honda,hr-v,hr-v awd
honda,hr-v,hr-v fwd
honda,insight,insight
honda,insight,insight touring
honda,odyssey,odyssey
honda,passport,passport 2wd
honda,passport,passport 4wd
honda,passport,passport awd
honda,passport,passport fwd
honda,pilot,pilot 2wd
honda,pilot,pilot 4wd
honda,pilot,pilot awd
honda,pilot,pilot awd touring/elite/black
honda,pilot,pilot awd trailsport
honda,pilot,pilot fwd
honda,prelude,prelude
honda,prologue,prologue awd elite
honda,prologue,prologue awd touring
honda,prologue,prologue fwd
honda,ridgeline,ridgeline awd
honda,ridgeline,ridgeline awd trailsport
honda,ridgeline,ridgeline fwd
honda,ridgeline,ridgeline truck 4wd
honda,s2000,s2000
hummer,h3,h3 4wd
hummer,h3t,h3t 4wd
hyundai,accent,accent
hyundai,accent,accent (sohc)
hyundai,accent,accent (sporty)
hyundai,accent,accent blue
hyundai,accent/brio,accent/brio
hyundai,azera,azera
hyundai,azera,azera limited
hyundai,elantra,elantra
hyundai,elantra,elantra blue
hyundai,elantra,elantra coupe
hyundai,elantra,elantra gt
hyundai,elantra,elantra hatchback
hyundai,elantra,elantra hybrid
hyundai,elantra,elantra hybrid blue
hyundai,elantra,elantra limited
hyundai,elantra,elantra n
hyundai,elantra,elantra se
hyundai,elantra,elantra touring
hyundai,elantra,elantra wagon
hyundai,entourage,entourage
hyundai,equus,equus
hyundai,excel,excel
hyundai,genesis,genesis
hyundai,genesis,genesis awd
hyundai,genesis,genesis coupe
hyundai,genesis,genesis r spec
hyundai,genesis,genesis r-spec
hyundai,genesis,genesis rwd
hyundai,ioniq,ioniq
hyundai,ioniq,ioniq blue
hyundai,ioniq,ioniq electric
hyundai,ioniq,ioniq plug-in hybrid
hyundai,ioniq 5,ioniq 5 awd (long range)
hyundai,ioniq 5,ioniq 5 long range awd
hyundai,ioniq 5,ioniq 5 long range rwd
hyundai,ioniq 5,ioniq 5 rwd (long range)
hyundai,ioniq 5,ioniq 5 rwd (standard range)
hyundai,ioniq 5,ioniq 5 standard range rwd
hyundai,ioniq 6,ioniq 6 long range awd (18 inch wheels)
hyundai,ioniq 6,ioniq 6 long range awd (20 inch wheels)
hyundai,ioniq 6,ioniq 6 long range rwd (18 inch wheels)
hyundai,ioniq 6,ioniq 6 long range rwd (20 inch wheels)
hyundai,ioniq 6,ioniq 6 standard range rwd
hyundai,j-car/elantra,j-car/elantra
hyundai,kona,kona awd
hyundai,kona,kona electric
hyundai,kona,kona electric long range
hyundai,kona,kona electric standard range
hyundai,kona,kona fwd
hyundai,kona,kona n
hyundai,nexo,nexo
hyundai,nexo,nexo blue
hyundai,palisade,palisade awd
hyundai,palisade,palisade fwd
hyundai,pony excel,pony excel
hyundai,precis,precis
hyundai,santa cruz,santa cruz awd
hyundai,santa cruz,santa cruz fwd
hyundai,santa fe,santa fe 2wd
hyundai,santa fe,santa fe 4wd
hyundai,santa fe,santa fe awd
hyundai,santa fe,santa fe awd xrt
hyundai,santa fe,santa fe fwd
hyundai,santa fe,santa fe hybrid
hyundai,santa fe,santa fe hybrid blue
hyundai,santa fe,santa fe plug-in hybrid
hyundai,santa fe,santa fe sport 2wd
hyundai,santa fe,santa fe sport 4wd
hyundai,santa fe,santa fe sport awd
hyundai,santa fe,santa fe sport fwd
hyundai,santa fe,santa fe sport ultimate awd
hyundai,santa fe,santa fe sport ultimate fwd
hyundai,santa fe,santa fe ultimate 2wd
hyundai,santa fe,santa fe ultimate 4wd
hyundai,santa fe,santa fe ultimate awd
hyundai,santa fe,santa fe ultimate fwd
hyundai,santa fe,santa fe xl awd
hyundai,santa fe,santa fe xl fwd
hyundai,santa fe,santa fe xl ultimate awd
hyundai,santa fe,santa fe xl ultimate fwd
hyundai,scoupe,scoupe
hyundai,sonata,sonata
hyundai,sonata,sonata (y-3)
hyundai,sonata,sonata awd
hyundai,sonata,sonata fwd
hyundai,sonata,sonata hybrid
hyundai,sonata,sonata hybrid blue
hyundai,sonata,sonata hybrid limited
hyundai,sonata,sonata hybrid se
hyundai,sonata,sonata limited
hyundai,sonata,sonata plug-in hybrid
hyundai,sonata,sonata se
hyundai,sonata,sonata sport limited
hyundai,tiburon,tiburon
hyundai,tiburon,tiburon (coupe)
hyundai,tucson,tucson 2wd
hyundai,tucson,tucson 4wd
hyundai,tucson,tucson awd
hyundai,tucson,tucson eco awd
hyundai,tucson,tucson eco fwd
hyundai,tucson,tucson fuel cell
hyundai,tucson,tucson fwd
hyundai,tucson,tucson hybrid
hyundai,tucson,tucson hybrid blue
hyundai,tucson,tucson plug-in hybrid
hyundai,veloster,veloster
hyundai,veloster,veloster n
hyundai,venue,venue
hyundai,veracruz,veracruz 2wd
hyundai,veracruz,veracruz 4wd
hyundai,xg,xg300
hyundai,xg,xg350
import foreign auto sales inc,1fas 410,1fas 410
import trade services,bmw 325i,bmw 325i
import trade services,its 190e,its 190e
import trade services,its 190e 2.0,its 190e 2.0
import trade services,its 190e 2.3,its 190e 2.3
import trade services,its 200te,its 200te
import trade services,its 230ce,its 230ce
import trade services,its 230te,its 230te
import trade services,its 320,its 320
import trade services,its 520,its 520
import trade services,mb 300e,mb 300e
import trade services,mb 300sl,mb 300sl
ineos automotive,grenadier,grenadier
ineos automotive,grenadier,grenadier trialmaster edition
infiniti,ex35,ex35
infiniti,ex35,ex35 awd
infiniti,ex37,ex37
infiniti,ex37,ex37 awd
infiniti,fx35,fx35 2wd
infiniti,fx35,fx35 awd
infiniti,fx35,fx35 rwd
infiniti,fx37,fx37 awd
infiniti,fx37,fx37 rwd
infiniti,fx45,fx45 awd
infiniti,fx50,fx50
infiniti,fx50,fx50 awd
infiniti,g20,g20
infiniti,g25,g25
infiniti,g25,g25x
infiniti,g35,g35
infiniti,g35,g35 coupe
infiniti,g35,g35x
infiniti,g37,g37
infiniti,g37,g37 convertible
infiniti,g37,g37 coupe
infiniti,g37,g37x
infiniti,g37,g37x coupe
infiniti,i30,i30
infiniti,i35,i35
infiniti,j30,j30
infiniti,jx35,jx35 awd
infiniti,jx35,jx35 fwd
infiniti,m30,m30
infiniti,m35,m35
infiniti,m35,m35h
infiniti,m35,m35x
infiniti,m37,m37
infiniti,m37,m37x
infiniti,m45,m45
infiniti,m45,m45x
infiniti,m56,m56
infiniti,m56,m56x
infiniti,q40,q40
infiniti,q40,q40 awd
infiniti,q45,q45
infiniti,q45,q45 full-active suspension
infiniti,q45,q45 sport
infiniti,q50,q50
infiniti,q50,q50 awd
infiniti,q50,q50 hybrid
infiniti,q50,q50 hybrid awd
infiniti,q50,q50 red sport
infiniti,q50,q50 red sport  awd
infiniti,q50,q50a
infiniti,q50,q50a awd
infiniti,q50,q50s
infiniti,q50,q50s awd
infiniti,q50,q50s hybrid
infiniti,q50,q50s hybrid awd
infiniti,q50,q50s red sport
infiniti,q50,q50s red sport  awd
infiniti,q60,q60
infiniti,q60,q60 awd
infiniti,q60,q60 awd coupe
infiniti,q60,q60 convertible
infiniti,q60,q60 coupe
infiniti,q60,q60 red sport
infiniti,q60,q60 red sport awd
infiniti,q60,q60s red sport
infiniti,q60,q60s red sport awd
infiniti,q70,q70
infiniti,q70,q70 awd
infiniti,q70,q70 hybrid
infiniti,qx30,qx30
infiniti,qx30,qx30 awd
infiniti,qx4,qx4 2wd
infiniti,qx4,qx4 4wd
infiniti,qx50,qx50
infiniti,qx50,qx50 awd
infiniti,qx55,qx55 awd
infiniti,qx56,qx56 2wd
infiniti,qx56,qx56 4wd
infiniti,qx60,qx60 awd
infiniti,qx60,qx60 fwd
infiniti,qx60,qx60 hybrid awd
infiniti,qx60,qx60 hybrid fwd
infiniti,qx70,qx70 awd
infiniti,qx70,qx70 rwd
infiniti,qx80,qx80 2wd
infiniti,qx80,qx80 4wd
infiniti,qx80,qx80 4wd (over 6000 lbs curb weight)
isis imports ltd,morgan plus 8,morgan plus 8
isuzu,750c/i-mark,750c/i-mark
isuzu,amigo,amigo 2wd
isuzu,amigo,amigo 4wd
isuzu,ascender,ascender 2wd
isuzu,ascender,ascender 4wd
isuzu,ascender,ascender 5-passenger 2wd
isuzu,ascender,ascender 5-passenger 4wd
isuzu,ascender,ascender 7-passenger 2wd
isuzu,ascender,ascender 7-passenger 4wd
isuzu,axiom,axiom 2wd
isuzu,axiom,axiom 4wd
isuzu,hombre pickup,hombre pickup 2wd
isuzu,hombre pickup,hombre pickup 2wd (ffv)
isuzu,hombre pickup,hombre pickup 4wd
isuzu,i-280 extended cab,i-280 extended cab 2wd
isuzu,i-290 extended cab,i-290 extended cab 2wd
isuzu,i-350 crew cab,i-350 crew cab 4wd
isuzu,i-370 crew cab,i-370 crew cab 2wd
isuzu,i-370 crew cab,i-370 crew cab 4wd
isuzu,i-370 extended cab,i-370 extended cab 2wd
isuzu,i-mark,i-mark
isuzu,impulse,impulse
isuzu,oasis,oasis
isuzu,pickup,pickup 2wd
isuzu,pickup,pickup 2wd 1-ton
isuzu,pickup,pickup 4wd
isuzu,rodeo,rodeo 2wd
isuzu,rodeo,rodeo 4wd
isuzu,rodeo,rodeo sport 2wd
isuzu,rodeo,rodeo sport 4wd
isuzu,stylus,stylus
isuzu,trooper,trooper
isuzu,trooper,trooper 2wd
isuzu,trooper,trooper 4wd
isuzu,vehicross,vehicross
isuzu,vehicross,vehicross 4wd
jaguar,e-pace,e-pace
jaguar,e-pace,e-pace (296 hp)
jaguar,e-pace,e-pace mhev
jaguar,e-pace,e-pace p250
jaguar,e-pace,e-pace p300
jaguar,f-pace,f-pace
jaguar,f-pace,f-pace (296 hp)
jaguar,f-pace,f-pace 30t
jaguar,f-pace,f-pace mhev
jaguar,f-pace,f-pace p340 mhev
jaguar,f-pace,f-pace p400 mhev
jaguar,f-pace,f-pace svr
jaguar,f-type,f-type awd convertible
jaguar,f-type,f-type awd coupe
jaguar,f-type,f-type convertible
jaguar,f-type,f-type coupe
jaguar,f-type,f-type p450 awd r-dynamic convertible
jaguar,f-type,f-type p450 awd r-dynamic coupe
jaguar,f-type,f-type p450 rwd convertible
jaguar,f-type,f-type p450 rwd coupe
jaguar,f-type,f-type r awd convertible
jaguar,f-type,f-type r awd coupe
jaguar,f-type,f-type r convertible
jaguar,f-type,f-type r coupe
jaguar,f-type,f-type s awd convertible
jaguar,f-type,f-type s awd coupe
jaguar,f-type,f-type s convertible
jaguar,f-type,f-type s coupe
jaguar,f-type,f-type svr awd convertible
jaguar,f-type,f-type svr awd convertible gen2
jaguar,f-type,f-type svr awd coupe
jaguar,f-type,f-type svr awd coupe gen2
jaguar,f-type,f-type v8 s convertible
jaguar,i-pace,i-pace
jaguar,i-pace,i-pace ev400
jaguar,i-pace,i-pace ev400 (20 inch tires)
jaguar,i-pace,i-pace ev400 (22 inch tires)
jaguar,s-type,s-type
jaguar,s-type,s-type (x200) v6
jaguar,s-type,s-type (x200) v8
jaguar,s-type,s-type 3.0 litre
jaguar,s-type,s-type 4.2 litre
jaguar,s-type,s-type r
jaguar,super v8,super v8
jaguar,vanden plas,vanden plas
jaguar,vanden plas,vanden plas s.c.
jaguar,vanden plas,vanden plas s/c
jaguar,vdp,vdp
jaguar,vdp,vdp 4.2 litre
jaguar,vdp,vdp lwb
jaguar,x-type,x-type
jaguar,x-type,x-type sport brake
jaguar,xe,xe
jaguar,xe,xe (296 hp)
jaguar,xe,xe 30t
jaguar,xe,xe awd
jaguar,xe,xe awd (296 hp)
jaguar,xe,xe awd 30t
jaguar,xe,xe p250
jaguar,xe,xe p250 awd
jaguar,xe,xe p300 awd
jaguar,xf,xf
jaguar,xf,xf (296 hp)
jaguar,xf,xf 30t
jaguar,xf,xf awd
jaguar,xf,xf awd (296 hp)
jaguar,xf,xf awd 30t
jaguar,xf,xf ffv
jaguar,xf,xf p250
jaguar,xf,xf p250 awd
jaguar,xf,xf p300 awd
jaguar,xf,xf sportbrake awd
jaguar,xf,xf supercharged
jaguar,xj,xj
jaguar,xj,xj awd
jaguar,xj,xj ffv
jaguar,xj,xj lwb
jaguar,xj,xj lwb awd
jaguar,xj,xj sport
jaguar,xj,xj12
jaguar,xj,xj6
jaguar,xj,xj6l
jaguar,xj,xj8
jaguar,xj,xj8 4.2 litre
jaguar,xj,xj8l
jaguar,xj,xjl
jaguar,xj,xjl awd
jaguar,xjl,xjl
jaguar,xjl,xjl awd
jaguar,xjl,xjl ffv
jaguar,xjr,xjr
jaguar,xjr,xjr 4.2 litre
jaguar,xjrs,xjrs convertble
jaguar,xjrs,xjrs coupe
jaguar,xjs,xj-s
jaguar,xjs,xj-sc
jaguar,xjs,xjs
jaguar,xjs,xjs convertible
jaguar,xjs,xjs coupe
jaguar,xjs,xjs v12 convertible
jaguar,xjs,xjs v12 coupe
jaguar,xk,xk
jaguar,xk,xk convertible
jaguar,xk8,xk8
jaguar,xk8,xk8 convertible
jaguar,xkr,xkr
jaguar,xkr,xkr convertible
"jba motorcars, inc.",w-126/4 series,w-126/4 series
jeep,cherokee,cherokee 2wd
jeep,cherokee,cherokee 4wd
jeep,cherokee,cherokee 4wd active drive ii
jeep,cherokee,cherokee fwd
jeep,cherokee,cherokee trailhawk 4wd
jeep,cherokee/wagoneer,cherokee/wagoneer
jeep,cherokee/wagoneer,cherokee/wagoneer 2wd
jeep,cherokee/wagoneer,cherokee/wagoneer 4wd
jeep,cj,cj7
jeep,cj,cj7 4wd
jeep,cj,cj8 4wd
jeep,comanche,comanche 2wd
jeep,comanche,comanche 4wd
jeep,comanche pickup,comanche pickup 2wd
jeep,comanche pickup,comanche pickup 4wd
jeep,commander,commander 2wd
jeep,commander,commander 4wd
jeep,compass,compass 2wd
jeep,compass,compass 4wd
jeep,compass,compass fwd
jeep,compass,new compass 2wd
jeep,compass,new compass 4wd
jeep,gladiator,gladiator 4wd
jeep,gladiator,gladiator ecodiesel 4wd
jeep,gladiator,gladiator rubic ecodiesel 4wd
jeep,gladiator,gladiator rubicon ecodiesel 4wd
jeep,gladiator pickup,gladiator pickup 4wd
jeep,grand cherokee,grand cherokee 2wd
jeep,grand cherokee,grand cherokee 4wd
jeep,grand cherokee,grand cherokee 4xe
jeep,grand cherokee,grand cherokee l 2wd
jeep,grand cherokee,grand cherokee l 4wd
jeep,grand cherokee,grand cherokee srt 4wd
jeep,grand cherokee,grand cherokee srt8
jeep,grand cherokee,grand cherokee srt8 4wd
jeep,grand cherokee,grand cherokee srt8 awd
jeep,grand cherokee,grand cherokee trackhawk 4wd
jeep,grand cherokee,grand cherokee wk 2wd
jeep,grand cherokee,grand cherokee wk 4wd
jeep,grand wagoneer,grand wagoneer
jeep,grand wagoneer,grand wagoneer 2wd
jeep,grand wagoneer,grand wagoneer 4wd
jeep,grand wagoneer,grand wagoneer l 4wd
jeep,j-10 pickup,j-10 pickup 4wd
jeep,j-10 pickup,j-10 pickup truck
jeep,j-10 pickup,j-10 pickup truck 4wd
jeep,j-20 pickup,j-20 pickup truck
jeep,j-20 pickup,j-20 pickup truck 4wd
jeep,liberty,liberty 2wd
jeep,liberty,liberty 4wd
jeep,liberty/cherokee,liberty/cherokee 2wd
jeep,liberty/cherokee,liberty/cherokee 4wd
jeep,patriot,patriot 2wd
jeep,patriot,patriot 4wd
jeep,patriot,patriot fwd
jeep,renegade,renegade 2wd
jeep,renegade,renegade 4wd
jeep,renegade,renegade trailhawk 4wd
jeep,scrambler,scrambler
jeep,scrambler pickup,scrambler pickup 4wd
jeep,wagoneer,wagoneer 2wd
jeep,wagoneer,wagoneer 4wd
jeep,wagoneer,wagoneer l 2wd
jeep,wagoneer,wagoneer l 4wd
jeep,wagoneer,wagoneer limited 4wd
jeep,wrangler,new wrangler 4wd
jeep,wrangler,new wrangler unlimited 4wd
jeep,wrangler,wrangler 2dr 4wd
jeep,wrangler,wrangler 2wd
jeep,wrangler,wrangler 4dr 4wd
jeep,wrangler,wrangler 4dr 4xe
jeep,wrangler,wrangler 4dr ecodiesel 4wd
jeep,wrangler,wrangler 4wd
jeep,wrangler,wrangler rubic 4dr ecodiesel 4wd
jeep,wrangler,wrangler rubicon 2dr 4wd
jeep,wrangler,wrangler rubicon 4dr 4wd
jeep,wrangler,wrangler unlimited 4wd
jeep,wrangler/tj,wrangler/tj 4wd
kandi,k27,k27
karma,gs-6,gs-6 (21-inch wheels)
karma,gs-6,gs-6 (22-inch wheels)
karma,revero,revero
karma,revero,revero gt (21-inch wheels)
kenyon corporation of america,kenyon 5.0 cabrio,kenyon 5.0 cabrio
kenyon corporation of america,kenyon 5.0 coupe,kenyon 5.0 coupe
kenyon corporation of america,kenyon 5.0 sedan,kenyon 5.0 sedan
kenyon corporation of america,kenyon 5.0 sp sedan,kenyon 5.0 sp sedan
kia,amanti,amanti
kia,borrego,borrego 2wd
kia,borrego,borrego 4wd
kia,cadenza,cadenza
kia,carnival,carnival
kia,ev6,ev6 awd (long range)
kia,ev6,ev6 awd gt
kia,ev6,ev6 long range awd (19 inch tires)
kia,ev6,ev6 long range awd (19 inch wheels)
kia,ev6,ev6 long range awd (20 inch tires)
kia,ev6,ev6 long range awd (20 inch wheels)
kia,ev6,ev6 long range rwd
kia,ev6,ev6 rwd (long range)
kia,ev6,ev6 rwd (standard range)
kia,ev6,ev6 standard range rwd
kia,ev9,ev9 long range awd
kia,ev9,ev9 long range awd gt-line
kia,ev9,ev9 long range rwd
kia,ev9,ev9 standard range rwd
kia,forte,forte
kia,forte,forte 5
kia,forte,forte eco
kia,forte,forte fe
kia,forte,forte koup
kia,k5,k5
kia,k5,k5 awd
kia,k900,k900
kia,niro,niro
kia,niro,niro electric
kia,niro,niro fe
kia,niro,niro plug-in hybrid
kia,niro,niro touring
kia,optima,optima
kia,optima,optima (2006 new model)
kia,optima,optima fe
kia,optima,optima hybrid
kia,optima,optima hybrid ex
kia,optima,optima plug-in hybrid
kia,optima,optima s
kia,rio,rio
kia,rio,rio eco
kia,rondo,rondo
kia,sedona,sedona
kia,sedona,sedona sx
kia,sedona,sedona sxl
kia,seltos,seltos awd
kia,seltos,seltos fwd
kia,sephia,sephia
kia,sephia/spectra,sephia/spectra
kia,sorento,sorento 2wd
kia,sorento,sorento 4wd
kia,sorento,sorento awd
kia,sorento,sorento fe awd
kia,sorento,sorento fwd
kia,sorento,sorento hybrid
kia,sorento,sorento hybrid awd
kia,sorento,sorento hybrid fwd
kia,sorento,sorento plug-in hybrid
kia,soul,soul
kia,soul,soul eco
kia,soul,soul eco dynamics
kia,soul,soul electric
kia,spectra,spectra
kia,spectra,spectra 1.8l
kia,spectra,spectra 2.0l
kia,sportage,sportage 2wd
kia,sportage,sportage 4wd
kia,sportage,sportage awd
kia,sportage,sportage fe awd
kia,sportage,sportage fe fwd
kia,sportage,sportage fwd
kia,sportage,sportage hybrid awd
kia,sportage,sportage hybrid fwd
kia,sportage,sportage plug-in hybrid
kia,sportage,sportage sx awd
kia,sportage,sportage sx fwd
kia,sportage,sportage x-pro
kia,stinger,stinger awd
kia,stinger,stinger rwd
kia,telluride,telluride awd
kia,telluride,telluride fwd
koenigsegg,agera rs,agera rs
koenigsegg,regera,regera
laforza automobile inc,laforza,laforza
lambda control systems,300e,300e
lamborghini,aventador,aventador countach
lamborghini,aventador,aventador coupe
lamborghini,aventador,aventador coupe lp740-4
lamborghini,aventador,aventador roadster
lamborghini,aventador,aventador roadster lp740-4
lamborghini,aventador,aventador s coupe
lamborghini,aventador,aventador s roadster
lamborghini,aventador,aventador sian coupe
lamborghini,aventador,aventador sian roadster
lamborghini,aventador,aventador veneno coupe
lamborghini,countach,countach
lamborghini,countach,countach lp500s
lamborghini,diablo,db132/144 - diablo
lamborghini,diablo,db132/144 diablo
lamborghini,diablo,db132/diablo
lamborghini,gallardo,gallardo coupe
lamborghini,gallardo,gallardo coupe sl
lamborghini,gallardo,gallardo spyder
lamborghini,gallardo,l-140/141 gallardo
lamborghini,gallardo,l-140/715 gallardo
